2024-09-11 14:13:59,314 MotorDriver.cpp:44 [INFO] MAXON RxPDO are as follow: 
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] TrqOffset, INT, 28
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] ProfileVel, UDINT, 20
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] ProfileDec, UDINT, 16
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] TargetTrq, INT, 10
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] ProfileAcc, UDINT, 12
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] TargetVel, DINT, 2
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] TargetPos, DINT, 6
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] OperationMode, SINT, 30
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] InterpolationTime, UDINT, 35
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] PosOffset, DINT, 24
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] DigitalOutputs, UDINT, 31
2024-09-11 14:13:59,314 MotorDriver.cpp:46 [INFO] ControlWord, UINT, 0
2024-09-11 14:13:59,314 MotorDriver.cpp:48 [INFO] MAXON TxPDO are as follow: 
2024-09-11 14:13:59,314 MotorDriver.cpp:50 [INFO] StatusWord, UINT, 0
2024-09-11 14:13:59,314 MotorDriver.cpp:50 [INFO] ModeDisplay, SINT, 22
2024-09-11 14:13:59,314 MotorDriver.cpp:50 [INFO] FollowingPosErr, DINT, 18
2024-09-11 14:13:59,314 MotorDriver.cpp:50 [INFO] DigitalInputs, UDINT, 23
2024-09-11 14:13:59,314 MotorDriver.cpp:50 [INFO] ErrorCode, UINT, 2
2024-09-11 14:13:59,314 MotorDriver.cpp:50 [INFO] ActVel, DINT, 8
2024-09-11 14:13:59,314 MotorDriver.cpp:50 [INFO] ActTrq, INT, 12
2024-09-11 14:13:59,314 MotorDriver.cpp:50 [INFO] ActPos, DINT, 4
2024-09-11 14:13:59,314 MotorDriver.cpp:50 [INFO] ActCur, DINT, 14
2024-09-11 14:13:59,314 MotorDriver.cpp:1514 [INFO] EtherCat thread ID: 133587733055040
2024-09-11 14:14:06,587 MotorDriver.cpp:1504 [INFO]  Set promise value to true!
2024-09-11 14:14:06,588 microPlank.cpp:36 [INFO] EtherCat Communication thread status: 1

2024-09-11 14:14:06,588 MotorDriver.cpp:1143 [INFO] Starting initialize Motor Type 2: joint 1
2024-09-11 14:14:06,638 MotorDriver.cpp:1150 [INFO] 1: the control word is: 128 status word is: 0x240
2024-09-11 14:14:06,688 MotorDriver.cpp:1157 [INFO] 2: the control word is: 6 status word is: 0x 221
2024-09-11 14:14:06,738 MotorDriver.cpp:1164 [INFO] 3: the control word is: 7 status word is: 0x 223
2024-09-11 14:14:06,788 MotorDriver.cpp:1171 [INFO] 4: the control word is: f status word is: 0x 221f
2024-09-11 14:14:06,788 MotorDriver.cpp:1174 [INFO] successfully enable Motor Type2: joint 1
2024-09-11 14:14:06,838 FdOmega.cpp:61 [INFO] Start master handle thread: 
2024-09-11 14:14:07,654 FdOmega.cpp:17 [INFO] Initializing haptic device...
2024-09-11 14:14:10,008 FdOmega.cpp:55 [INFO] omega.7 (right-hand) device detected.
2024-09-11 14:14:10,008 MasterConsole.cpp:59 [INFO] Master handle thread (Omega) starts!
2024-09-11 14:14:10,008 MasterConsole.cpp:74 [INFO] MasterConsole Data Update thread ID: 797f4b400640
2024-09-11 14:14:10,009 microPlank.cpp:54 [INFO] Start teleoperation thread
2024-09-11 14:14:11,960 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,961 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,962 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,963 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,964 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,965 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,966 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,967 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,968 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,969 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,970 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,972 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,973 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,974 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,975 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,976 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,977 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,978 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,979 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,980 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,981 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,982 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,983 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,985 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,986 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,987 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,988 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,989 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,990 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,991 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,992 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,993 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,994 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,995 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,996 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,997 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:11,999 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,000 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,001 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,002 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,003 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,004 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,005 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,006 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,007 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,008 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,009 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,010 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,011 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,012 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,013 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,015 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,016 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,017 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,018 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,019 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,020 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,021 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,022 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,023 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,024 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,025 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,026 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,027 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,029 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,030 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,031 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,032 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,033 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,034 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,035 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,036 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,037 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,038 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,039 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,040 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,041 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,042 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,043 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,045 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,046 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,047 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,048 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,049 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,050 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,051 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,052 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,053 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,054 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,055 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,056 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,058 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,059 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,060 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,061 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,062 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,063 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,064 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,065 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,066 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,067 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,068 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,069 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,071 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,072 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,073 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,074 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,075 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,076 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,077 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,078 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,079 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,080 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,081 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,082 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,083 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,085 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,086 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,087 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,088 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,089 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,090 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,091 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,092 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,093 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,094 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,095 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,096 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,097 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,099 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,100 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,101 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,102 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,103 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,104 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,105 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,106 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,107 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,108 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,109 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,110 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,111 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,112 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,114 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,115 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,116 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,117 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,118 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,119 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,120 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,121 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,122 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,123 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,124 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,125 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,127 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,128 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,129 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,130 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,131 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,132 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,133 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,134 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,135 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,136 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,137 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,138 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,140 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,141 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,142 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,143 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,144 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,145 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,146 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,147 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,148 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,149 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,150 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,151 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,152 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,154 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,155 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,156 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,157 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,158 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,159 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,160 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,161 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,162 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,163 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,164 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,165 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,166 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,167 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,168 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,170 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,171 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,172 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,173 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,174 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,175 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,176 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,177 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,178 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,179 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,180 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,181 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,182 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,183 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,184 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,186 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,187 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,188 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,189 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,190 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,191 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,192 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,193 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,194 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,195 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,196 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,197 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,198 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,200 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
2024-09-11 14:14:12,201 MotorDriver.cpp:241 [ERROR] Error: The input motor type is undefined, please check motor type!
